Brand,Benchmark Family,Name,Ticker,Base,Quote,Dissemination,Launch Date,Inception Date,Exchanges,Calculation Window,Factsheet
Kaiko,Single-Asset,Kaiko GRT Reference Rate LDN,KK_RFR_GRTUSD_NYCLF,GRT,USD,Daily Fixing LDN,"May 06, 2025","March 22, 2021","Crypto.com, EDX Markets, Gemini, Kraken, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko GRT Reference Rate SGP,KK_RFR_GRTUSD_SGP,GRT,USD,Daily Fixing SGP,"March 04, 2024","March 22, 2021","Crypto.com, EDX Markets, Gemini, Kraken, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko GST Reference Rate LDN,KK_RFR_GSTUSD_LDN,GST,USD,Daily Fixing LDN,"March 04, 2024","June 20, 2022",Kraken,3600s,
Kaiko,Single-Asset,Kaiko GST Reference Rate NYC,KK_RFR_GSTUSD_NYC,GST,USD,Daily Fixing NYC,"March 04, 2024","June 20, 2022",Kraken,3600s,
Kaiko,Single-Asset,Kaiko GST Reference Rate LDN,KK_RFR_GSTUSD_NYCLF,GST,USD,Daily Fixing LDN,"May 06, 2025","June 20, 2022",Kraken,3600s,
Kaiko,Single-Asset,Kaiko GST Reference Rate SGP,KK_RFR_GSTUSD_SGP,GST,USD,Daily Fixing SGP,"March 04, 2024","June 20, 2022",Kraken,3600s,
Kaiko,Single-Asset,Kaiko GTC Reference Rate LDN,KK_RFR_GTCUSD_LDN,GTC,USD,Daily Fixing LDN,"March 04, 2024","September 20, 2021","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko GTC Reference Rate NYC,KK_RFR_GTCUSD_NYC,GTC,USD,Daily Fixing NYC,"March 04, 2024","September 20, 2021","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko GTC Reference Rate LDN,KK_RFR_GTCUSD_NYCLF,GTC,USD,Daily Fixing LDN,"May 06, 2025","September 20, 2021","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko GTC Reference Rate SGP,KK_RFR_GTCUSD_SGP,GTC,USD,Daily Fixing SGP,"March 04, 2024","September 20, 2021","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko GUN Reference Rate ,KK_RFR_GUNUSD,GUN,USD,Real-time (5s),"June 18, 2025","June 18, 2025","Bitfinex, Crypto.com, Kraken",300s,
Kaiko,Single-Asset,Kaiko GUN Reference Rate LDN,KK_RFR_GUNUSD_LDN,GUN,USD,Daily Fixing LDN,"June 18, 2025","June 18, 2025","Bitfinex, Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko GUN Reference Rate NYC,KK_RFR_GUNUSD_NYC,GUN,USD,Daily Fixing NYC,"June 18, 2025","June 18, 2025","Bitfinex, Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko GUN Reference Rate SGP,KK_RFR_GUNUSD_SGP,GUN,USD,Daily Fixing SGP,"June 18, 2025","June 18, 2025","Bitfinex, Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko G Reference Rate LDN,KK_RFR_GUSD_LDN,G,USD,Daily Fixing LDN,"September 23, 2024","September 23, 2024","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko G Reference Rate LDN,KK_RFR_GUSD_LDNLF,G,USD,Daily Fixing LDN,"January 08, 2025","September 23, 2024","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko G Reference Rate NYC,KK_RFR_GUSD_NYC,G,USD,Daily Fixing NYC,"September 23, 2024","September 23, 2024","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko G Reference Rate SGP,KK_RFR_GUSD_SGP,G,USD,Daily Fixing SGP,"September 23, 2024","September 23, 2024","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko HBAR Reference Rate ,KK_RFR_HBARUSD,HBAR,USD,Real-time (5s),"September 20, 2022","December 23, 2019","BinanceUS, Bitso, Crypto.com, EDX Markets, Bitstamp",300s,
Kaiko,Single-Asset,Kaiko HBAR Reference Rate LDN,KK_RFR_HBARUSD_LDN,HBAR,USD,Daily Fixing LDN,"September 20, 2022","December 23, 2019","BinanceUS, Bitso, Crypto.com, EDX Markets, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko HBAR Reference Rate LDN,KK_RFR_HBARUSD_LDNLF,HBAR,USD,Daily Fixing LDN,"January 08, 2025","December 23, 2019","BinanceUS, Bitso, Crypto.com, EDX Markets, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko HBAR Reference Rate NYC,KK_RFR_HBARUSD_NYC,HBAR,USD,Daily Fixing NYC,"September 20, 2022","December 23, 2019","BinanceUS, Bitso, Crypto.com, EDX Markets, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko HBAR Reference Rate LDN,KK_RFR_HBARUSD_NYCLF,HBAR,USD,Daily Fixing LDN,"May 06, 2025","December 23, 2019","BinanceUS, Bitso, Crypto.com, EDX Markets, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko HBAR Reference Rate SGP,KK_RFR_HBARUSD_SGP,HBAR,USD,Daily Fixing SGP,"September 20, 2022","December 23, 2019","BinanceUS, Bitso, Crypto.com, EDX Markets, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko HFT Reference Rate ,KK_RFR_HFTUSD,HFT,USD,Real-time (5s),"March 04, 2024","December 19, 2022","Crypto.com, Kraken",300s,
Kaiko,Single-Asset,Kaiko HFT Reference Rate LDN,KK_RFR_HFTUSD_LDN,HFT,USD,Daily Fixing LDN,"March 04, 2024","December 19, 2022","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko HFT Reference Rate NYC,KK_RFR_HFTUSD_NYC,HFT,USD,Daily Fixing NYC,"March 04, 2024","December 19, 2022","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko HFT Reference Rate LDN,KK_RFR_HFTUSD_NYCLF,HFT,USD,Daily Fixing LDN,"May 06, 2025","December 19, 2022","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko HFT Reference Rate SGP,KK_RFR_HFTUSD_SGP,HFT,USD,Daily Fixing SGP,"March 04, 2024","December 19, 2022","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko HIGH Reference Rate LDN,KK_RFR_HIGHUSD_LDN,HIGH,USD,Daily Fixing LDN,"March 04, 2024","June 20, 2022",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko HIGH Reference Rate NYC,KK_RFR_HIGHUSD_NYC,HIGH,USD,Daily Fixing NYC,"March 04, 2024","June 20, 2022",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko HIGH Reference Rate LDN,KK_RFR_HIGHUSD_NYCLF,HIGH,USD,Daily Fixing LDN,"May 06, 2025","June 20, 2022",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko HIGH Reference Rate SGP,KK_RFR_HIGHUSD_SGP,HIGH,USD,Daily Fixing SGP,"March 04, 2024","June 20, 2022",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko HMSTR Reference Rate LDN,KK_RFR_HMSTRUSD_LDN,HMSTR,USD,Daily Fixing LDN,"June 18, 2025","June 18, 2025","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko HMSTR Reference Rate NYC,KK_RFR_HMSTRUSD_NYC,HMSTR,USD,Daily Fixing NYC,"June 18, 2025","June 18, 2025","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko HMSTR Reference Rate SGP,KK_RFR_HMSTRUSD_SGP,HMSTR,USD,Daily Fixing SGP,"June 18, 2025","June 18, 2025","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko HNT Reference Rate ,KK_RFR_HNTUSD,HNT,USD,Real-time (5s),"March 04, 2024","September 21, 2020","Crypto.com, Gemini, Kraken",300s,
Kaiko,Single-Asset,Kaiko HNT Reference Rate LDN,KK_RFR_HNTUSD_LDN,HNT,USD,Daily Fixing LDN,"March 04, 2024","September 21, 2020","Crypto.com, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko HNT Reference Rate LDN,KK_RFR_HNTUSD_LDNLF,HNT,USD,Daily Fixing LDN,"January 08, 2025","September 21, 2020","Crypto.com, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko HNT Reference Rate NYC,KK_RFR_HNTUSD_NYC,HNT,USD,Daily Fixing NYC,"March 04, 2024","September 21, 2020","Crypto.com, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko HNT Reference Rate LDN,KK_RFR_HNTUSD_NYCLF,HNT,USD,Daily Fixing LDN,"May 06, 2025","September 21, 2020","Crypto.com, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko HNT Reference Rate SGP,KK_RFR_HNTUSD_SGP,HNT,USD,Daily Fixing SGP,"March 04, 2024","September 21, 2020","Crypto.com, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko HONEY Reference Rate LDN,KK_RFR_HONEYUSD_LDN,HONEY,USD,Daily Fixing LDN,"September 23, 2024","September 23, 2024",Kraken,3600s,
Kaiko,Single-Asset,Kaiko HONEY Reference Rate NYC,KK_RFR_HONEYUSD_NYC,HONEY,USD,Daily Fixing NYC,"September 23, 2024","September 23, 2024",Kraken,3600s,
Kaiko,Single-Asset,Kaiko HONEY Reference Rate LDN,KK_RFR_HONEYUSD_NYCLF,HONEY,USD,Daily Fixing LDN,"May 06, 2025","September 23, 2024",Kraken,3600s,
Kaiko,Single-Asset,Kaiko HONEY Reference Rate SGP,KK_RFR_HONEYUSD_SGP,HONEY,USD,Daily Fixing SGP,"September 23, 2024","September 23, 2024",Kraken,3600s,
Kaiko,Single-Asset,Kaiko HOT Reference Rate LDN,KK_RFR_HOTUSD_LDN,HOT,USD,Daily Fixing LDN,"March 04, 2024","September 21, 2020","CEX.IO, Crypto.com",3600s,
Kaiko,Single-Asset,Kaiko HOT Reference Rate LDN,KK_RFR_HOTUSD_LDNLF,HOT,USD,Daily Fixing LDN,"January 08, 2025","September 21, 2020","CEX.IO, Crypto.com",3600s,
Kaiko,Single-Asset,Kaiko HOT Reference Rate NYC,KK_RFR_HOTUSD_NYC,HOT,USD,Daily Fixing NYC,"March 04, 2024","September 21, 2020","CEX.IO, Crypto.com",3600s,
Kaiko,Single-Asset,Kaiko HOT Reference Rate LDN,KK_RFR_HOTUSD_NYCLF,HOT,USD,Daily Fixing LDN,"May 06, 2025","September 21, 2020","CEX.IO, Crypto.com",3600s,
Kaiko,Single-Asset,Kaiko HOT Reference Rate SGP,KK_RFR_HOTUSD_SGP,HOT,USD,Daily Fixing SGP,"March 04, 2024","September 21, 2020","CEX.IO, Crypto.com",3600s,
Kaiko,Single-Asset,Kaiko HPOS10I Reference Rate LDN,KK_RFR_HPOS10IUSD_LDN,HPOS10I,USD,Daily Fixing LDN,"June 18, 2025","June 18, 2025",Kraken,3600s,
Kaiko,Single-Asset,Kaiko HPOS10I Reference Rate NYC,KK_RFR_HPOS10IUSD_NYC,HPOS10I,USD,Daily Fixing NYC,"June 18, 2025","June 18, 2025",Kraken,3600s,
Kaiko,Single-Asset,Kaiko HPOS10I Reference Rate SGP,KK_RFR_HPOS10IUSD_SGP,HPOS10I,USD,Daily Fixing SGP,"June 18, 2025","June 18, 2025",Kraken,3600s,
Kaiko,Single-Asset,Kaiko ICE Reference Rate LDN,KK_RFR_ICEUSD_LDN,ICE,USD,Daily Fixing LDN,"June 18, 2025","June 18, 2025",OkEX,3600s,
Kaiko,Single-Asset,Kaiko ICP Reference Rate ,KK_RFR_ICPUSD,ICP,USD,Real-time (5s),"September 20, 2022","June 21, 2021","Bitfinex, Crypto.com, Kraken, Bitstamp",300s,
Kaiko,Single-Asset,Kaiko ICP Reference Rate LDN,KK_RFR_ICPUSD_LDN,ICP,USD,Daily Fixing LDN,"September 20, 2022","June 21, 2021","Bitfinex, Crypto.com, Kraken, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko ICP Reference Rate LDN,KK_RFR_ICPUSD_LDNLF,ICP,USD,Daily Fixing LDN,"January 08, 2025","June 21, 2021","Bitfinex, Crypto.com, Kraken, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko ICP Reference Rate NYC,KK_RFR_ICPUSD_NYC,ICP,USD,Daily Fixing NYC,"September 20, 2022","June 21, 2021","Bitfinex, Crypto.com, Kraken, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko ICP Reference Rate LDN,KK_RFR_ICPUSD_NYCLF,ICP,USD,Daily Fixing LDN,"May 06, 2025","June 21, 2021","Bitfinex, Crypto.com, Kraken, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko ICP Reference Rate SGP,KK_RFR_ICPUSD_SGP,ICP,USD,Daily Fixing SGP,"September 20, 2022","June 21, 2021","Bitfinex, Crypto.com, Kraken, Bitstamp",3600s,
Kaiko,Single-Asset,Kaiko ICX Reference Rate LDN,KK_RFR_ICXUSD_LDN,ICX,USD,Daily Fixing LDN,"March 04, 2024","December 23, 2019","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko ICX Reference Rate NYC,KK_RFR_ICXUSD_NYC,ICX,USD,Daily Fixing NYC,"March 04, 2024","December 23, 2019","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko ICX Reference Rate LDN,KK_RFR_ICXUSD_NYCLF,ICX,USD,Daily Fixing LDN,"May 06, 2025","December 23, 2019","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko ICX Reference Rate SGP,KK_RFR_ICXUSD_SGP,ICX,USD,Daily Fixing SGP,"March 04, 2024","December 23, 2019","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko IDEX Reference Rate LDN,KK_RFR_IDEXUSD_LDN,IDEX,USD,Daily Fixing LDN,"March 04, 2024","March 21, 2022","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko IDEX Reference Rate NYC,KK_RFR_IDEXUSD_NYC,IDEX,USD,Daily Fixing NYC,"March 04, 2024","March 21, 2022","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko IDEX Reference Rate LDN,KK_RFR_IDEXUSD_NYCLF,IDEX,USD,Daily Fixing LDN,"May 06, 2025","March 21, 2022","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko IDEX Reference Rate SGP,KK_RFR_IDEXUSD_SGP,IDEX,USD,Daily Fixing SGP,"March 04, 2024","March 21, 2022","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko ILV Reference Rate LDN,KK_RFR_ILVUSD_LDN,ILV,USD,Daily Fixing LDN,"March 04, 2024","September 19, 2022","Crypto.com, OkEX",3600s,
Kaiko,Single-Asset,Kaiko ILV Reference Rate NYC,KK_RFR_ILVUSD_NYC,ILV,USD,Daily Fixing NYC,"March 04, 2024","September 19, 2022","Crypto.com, OkEX",3600s,
Kaiko,Single-Asset,Kaiko ILV Reference Rate LDN,KK_RFR_ILVUSD_NYCLF,ILV,USD,Daily Fixing LDN,"May 06, 2025","September 19, 2022","Crypto.com, OkEX",3600s,
Kaiko,Single-Asset,Kaiko ILV Reference Rate SGP,KK_RFR_ILVUSD_SGP,ILV,USD,Daily Fixing SGP,"March 04, 2024","September 19, 2022","Crypto.com, OkEX",3600s,
Kaiko,Single-Asset,Kaiko IMX Reference Rate ,KK_RFR_IMXUSD,IMX,USD,Real-time (5s),"March 04, 2024","December 20, 2021","Crypto.com, EDX Markets, Gemini, Kraken",300s,
Kaiko,Single-Asset,Kaiko IMX Reference Rate LDN,KK_RFR_IMXUSD_LDN,IMX,USD,Daily Fixing LDN,"March 04, 2024","December 20, 2021","Crypto.com, EDX Markets, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko IMX Reference Rate LDN,KK_RFR_IMXUSD_LDNLF,IMX,USD,Daily Fixing LDN,"January 08, 2025","December 20, 2021","Crypto.com, EDX Markets, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko IMX Reference Rate NYC,KK_RFR_IMXUSD_NYC,IMX,USD,Daily Fixing NYC,"March 04, 2024","December 20, 2021","Crypto.com, EDX Markets, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko IMX Reference Rate LDN,KK_RFR_IMXUSD_NYCLF,IMX,USD,Daily Fixing LDN,"May 06, 2025","December 20, 2021","Crypto.com, EDX Markets, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko IMX Reference Rate SGP,KK_RFR_IMXUSD_SGP,IMX,USD,Daily Fixing SGP,"March 04, 2024","December 20, 2021","Crypto.com, EDX Markets, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko INIT Reference Rate ,KK_RFR_INITUSD,INIT,USD,Real-time (5s),"June 18, 2025","June 18, 2025","Crypto.com, Kraken",300s,
Kaiko,Single-Asset,Kaiko INIT Reference Rate LDN,KK_RFR_INITUSD_LDN,INIT,USD,Daily Fixing LDN,"June 18, 2025","June 18, 2025","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko INIT Reference Rate NYC,KK_RFR_INITUSD_NYC,INIT,USD,Daily Fixing NYC,"June 18, 2025","June 18, 2025","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko INIT Reference Rate SGP,KK_RFR_INITUSD_SGP,INIT,USD,Daily Fixing SGP,"June 18, 2025","June 18, 2025","Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko INJ Reference Rate ,KK_RFR_INJUSD,INJ,USD,Real-time (5s),"March 04, 2024","June 21, 2021","Crypto.com, Gemini, Kraken",300s,
Kaiko,Single-Asset,Kaiko INJ Reference Rate LDN,KK_RFR_INJUSD_LDN,INJ,USD,Daily Fixing LDN,"March 04, 2024","June 21, 2021","Crypto.com, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko INJ Reference Rate LDN,KK_RFR_INJUSD_LDNLF,INJ,USD,Daily Fixing LDN,"January 08, 2025","June 21, 2021","Crypto.com, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko INJ Reference Rate NYC,KK_RFR_INJUSD_NYC,INJ,USD,Daily Fixing NYC,"March 04, 2024","June 21, 2021","Crypto.com, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko INJ Reference Rate LDN,KK_RFR_INJUSD_NYCLF,INJ,USD,Daily Fixing LDN,"May 06, 2025","June 21, 2021","Crypto.com, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko INJ Reference Rate SGP,KK_RFR_INJUSD_SGP,INJ,USD,Daily Fixing SGP,"March 04, 2024","June 21, 2021","Crypto.com, Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko IOTA Reference Rate LDN,KK_RFR_IOTAUSD_LDN,IOTA,USD,Daily Fixing LDN,"September 20, 2022","September 18, 2017","Bitfinex, BinanceUS, OkEX",3600s,
Kaiko,Single-Asset,Kaiko IOTA Reference Rate LDN,KK_RFR_IOTAUSD_LDNLF,IOTA,USD,Daily Fixing LDN,"January 08, 2025","September 18, 2017","Bitfinex, BinanceUS, OkEX",3600s,
Kaiko,Single-Asset,Kaiko IOTA Reference Rate NYC,KK_RFR_IOTAUSD_NYC,IOTA,USD,Daily Fixing NYC,"September 20, 2022","September 18, 2017","Bitfinex, BinanceUS, OkEX",3600s,
Kaiko,Single-Asset,Kaiko IOTA Reference Rate LDN,KK_RFR_IOTAUSD_NYCLF,IOTA,USD,Daily Fixing LDN,"May 06, 2025","September 18, 2017","Bitfinex, BinanceUS, OkEX",3600s,
Kaiko,Single-Asset,Kaiko IOTA Reference Rate SGP,KK_RFR_IOTAUSD_SGP,IOTA,USD,Daily Fixing SGP,"September 20, 2022","September 18, 2017","Bitfinex, BinanceUS, OkEX",3600s,
Kaiko,Single-Asset,Kaiko IOTX Reference Rate ,KK_RFR_IOTXUSD,IOTX,USD,Real-time (5s),"March 04, 2024","September 20, 2021","Crypto.com, Gemini",300s,
Kaiko,Single-Asset,Kaiko IOTX Reference Rate LDN,KK_RFR_IOTXUSD_LDN,IOTX,USD,Daily Fixing LDN,"March 04, 2024","September 20, 2021","Crypto.com, Gemini",3600s,
Kaiko,Single-Asset,Kaiko IOTX Reference Rate LDN,KK_RFR_IOTXUSD_LDNLF,IOTX,USD,Daily Fixing LDN,"January 08, 2025","September 20, 2021","Crypto.com, Gemini",3600s,
Kaiko,Single-Asset,Kaiko IOTX Reference Rate NYC,KK_RFR_IOTXUSD_NYC,IOTX,USD,Daily Fixing NYC,"March 04, 2024","September 20, 2021","Crypto.com, Gemini",3600s,
Kaiko,Single-Asset,Kaiko IOTX Reference Rate LDN,KK_RFR_IOTXUSD_NYCLF,IOTX,USD,Daily Fixing LDN,"May 06, 2025","September 20, 2021","Crypto.com, Gemini",3600s,
Kaiko,Single-Asset,Kaiko IOTX Reference Rate SGP,KK_RFR_IOTXUSD_SGP,IOTX,USD,Daily Fixing SGP,"March 04, 2024","September 20, 2021","Crypto.com, Gemini",3600s,
Kaiko,Single-Asset,Kaiko IO Reference Rate LDN,KK_RFR_IOUSD_LDN,IO,USD,Daily Fixing LDN,"December 24, 2024","September 23, 2024",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko IO Reference Rate LDN,KK_RFR_IOUSD_LDNLF,IO,USD,Daily Fixing LDN,"January 08, 2025","December 23, 2024",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko IO Reference Rate NYC,KK_RFR_IOUSD_NYC,IO,USD,Daily Fixing NYC,"December 24, 2024","September 23, 2024",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko IO Reference Rate LDN,KK_RFR_IOUSD_NYCLF,IO,USD,Daily Fixing LDN,"May 06, 2025","September 23, 2024",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko IO Reference Rate SGP,KK_RFR_IOUSD_SGP,IO,USD,Daily Fixing SGP,"December 24, 2024","September 23, 2024",Crypto.com,3600s,
Kaiko,Single-Asset,Kaiko IP Reference Rate ,KK_RFR_IPUSD,IP,USD,Real-time (5s),"March 24, 2025","March 24, 2025","Crypto.com, Kraken, OkEX",300s,
Kaiko,Single-Asset,Kaiko IP Reference Rate LDN,KK_RFR_IPUSD_LDN,IP,USD,Daily Fixing LDN,"March 24, 2025","March 24, 2025","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko IP Reference Rate NYC,KK_RFR_IPUSD_NYC,IP,USD,Daily Fixing NYC,"March 24, 2025","March 24, 2025","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko IP Reference Rate LDN,KK_RFR_IPUSD_NYCLF,IP,USD,Daily Fixing LDN,"May 06, 2025","March 24, 2025","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko IP Reference Rate SGP,KK_RFR_IPUSD_SGP,IP,USD,Daily Fixing SGP,"March 24, 2025","March 24, 2025","Crypto.com, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko JAILSTOOL Reference Rate LDN,KK_RFR_JAILSTOOLUSD_LDN,JAILSTOOL,USD,Daily Fixing LDN,"June 18, 2025","June 18, 2025",Kraken,3600s,
Kaiko,Single-Asset,Kaiko JASMY Reference Rate ,KK_RFR_JASMYUSD,JASMY,USD,Real-time (5s),"March 04, 2024","December 20, 2021","Bitfinex, CEX.IO, Crypto.com, Kraken",300s,
Kaiko,Single-Asset,Kaiko JASMY Reference Rate LDN,KK_RFR_JASMYUSD_LDN,JASMY,USD,Daily Fixing LDN,"March 04, 2024","December 20, 2021","Bitfinex, CEX.IO, Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko JASMY Reference Rate LDN,KK_RFR_JASMYUSD_LDNLF,JASMY,USD,Daily Fixing LDN,"January 08, 2025","December 20, 2021","Bitfinex, CEX.IO, Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko JASMY Reference Rate NYC,KK_RFR_JASMYUSD_NYC,JASMY,USD,Daily Fixing NYC,"March 04, 2024","December 20, 2021","Bitfinex, CEX.IO, Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko JASMY Reference Rate LDN,KK_RFR_JASMYUSD_NYCLF,JASMY,USD,Daily Fixing LDN,"May 06, 2025","December 20, 2021","Bitfinex, CEX.IO, Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko JASMY Reference Rate SGP,KK_RFR_JASMYUSD_SGP,JASMY,USD,Daily Fixing SGP,"March 04, 2024","December 20, 2021","Bitfinex, CEX.IO, Crypto.com, Kraken",3600s,
Kaiko,Single-Asset,Kaiko JITOSOL Reference Rate LDN,KK_RFR_JITOSOLUSD_LDN,JITOSOL,USD,Daily Fixing LDN,"June 18, 2025","June 18, 2025","Gemini, Kraken",3600s,
Kaiko,Single-Asset,Kaiko JOE Reference Rate LDN,KK_RFR_JOEUSD_LDN,JOE,USD,Daily Fixing LDN,"December 13, 2024","December 13, 2024","Crypto.com, OkEX",3600s,
Kaiko,Single-Asset,Kaiko JOE Reference Rate LDN,KK_RFR_JOEUSD_NYCLF,JOE,USD,Daily Fixing LDN,"May 06, 2025","December 23, 2024","Crypto.com, OkEX",3600s,
Kaiko,Single-Asset,Kaiko JOE Reference Rate SGP,KK_RFR_JOEUSD_SGP,JOE,USD,Daily Fixing SGP,"December 13, 2024","December 13, 2024","Crypto.com, OkEX",3600s,
Kaiko,Single-Asset,Kaiko JST Reference Rate LDN,KK_RFR_JSTUSD_LDN,JST,USD,Daily Fixing LDN,"March 04, 2024","December 21, 2020","Bitfinex, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko JST Reference Rate LDN,KK_RFR_JSTUSD_LDNLF,JST,USD,Daily Fixing LDN,"January 08, 2025","December 21, 2020","Bitfinex, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko JTO Reference Rate ,KK_RFR_JTOUSD,JTO,USD,Real-time (5s),"September 23, 2024","September 23, 2024","Crypto.com, Gemini, Kraken, OkEX",300s,
Kaiko,Single-Asset,Kaiko JTO Reference Rate LDN,KK_RFR_JTOUSD_LDN,JTO,USD,Daily Fixing LDN,"September 23, 2024","September 23, 2024","Crypto.com, Gemini, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko JTO Reference Rate LDN,KK_RFR_JTOUSD_LDNLF,JTO,USD,Daily Fixing LDN,"January 08, 2025","September 23, 2024","Crypto.com, Gemini, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko JTO Reference Rate NYC,KK_RFR_JTOUSD_NYC,JTO,USD,Daily Fixing NYC,"September 23, 2024","September 23, 2024","Crypto.com, Gemini, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko JTO Reference Rate LDN,KK_RFR_JTOUSD_NYCLF,JTO,USD,Daily Fixing LDN,"May 06, 2025","September 23, 2024","Crypto.com, Gemini, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko JTO Reference Rate SGP,KK_RFR_JTOUSD_SGP,JTO,USD,Daily Fixing SGP,"September 23, 2024","September 23, 2024","Crypto.com, Gemini, Kraken, OkEX",3600s,
Kaiko,Single-Asset,Kaiko JUNO Reference Rate LDN,KK_RFR_JUNOUSD_LDN,JUNO,USD,Daily Fixing LDN,"March 04, 2024","September 19, 2022",Kraken,3600s,
Kaiko,Single-Asset,Kaiko JUNO Reference Rate NYC,KK_RFR_JUNOUSD_NYC,JUNO,USD,Daily Fixing NYC,"March 04, 2024","September 19, 2022",Kraken,3600s,
Kaiko,Single-Asset,Kaiko JUNO Reference Rate LDN,KK_RFR_JUNOUSD_NYCLF,JUNO,USD,Daily Fixing LDN,"May 06, 2025","September 19, 2022",Kraken,3600s,
